CompanyName,ContactName,Location,CodeNumber,BusinessType,dba,OpenedDate,BLGLOBALENTITYEXTENSIONID,BusinessPhone,ADDRESSLINE1,ADDRESSLINE2,ADDRESSLINE3,PREDIRECTION,STREETTYPE,POSTDIRECTION,UNITORSUITE,CITY,STATE,POSTALCODE,ISSUEDDATE,LICENSENUMBER,EXPIRATIONDATE
541 PROPERTY MANAGEMENT LLC,JEANETTE DARROW,Outside City Limits,531311,Property Management,,2016-07-06 00:00:00.000,1f37609a-4fc5-434c-bfce-a0fc80d6e6b7,5414761026,3098,UNIVERSITY,," ",RD,,B,GRANTS PASS,OR,97527,2024-07-15 09:39:14.000,BTAX-037848-07-2024,2025-07-31 09:39:14.000
808 OHANA GRINDZ," ",Inside City Limits,722320,Caterer,,2018-10-03 00:00:00.000,f17764b5-6377-4019-9ade-5d1c8d5ec8bf,8082124484,543,E,,NE,ST,," ",GRANTS PASS,OR,97526,2025-03-11 10:57:39.000,BTAX-040042-03-2025,2026-03-31 10:57:39.000
808 OHANA GRINDZ,ANGELIZ DAVIS,Inside City Limits,722320,Caterer,,2018-10-03 00:00:00.000,f17764b5-6377-4019-9ade-5d1c8d5ec8bf,8082124484,543,E,,NE,ST,," ",GRANTS PASS,OR,97526,2025-03-11 10:57:39.000,BTAX-040042-03-2025,2026-03-31 10:57:39.000
808 OHANA GRINDZ,PHILIP DAVIS,Inside City Limits,722320,Caterer,,2018-10-03 00:00:00.000,f17764b5-6377-4019-9ade-5d1c8d5ec8bf,8082124484,543,E,,NE,ST,," ",GRANTS PASS,OR,97526,2025-03-11 10:57:39.000,BTAX-040042-03-2025,2026-03-31 10:57:39.000
80HD MASSAGE THERAPY," ",Inside City Limits,621399,Medical-Massage Therapy,,2023-10-31 00:00:00.000,14e94bd6-b2ae-4fc3-8d24-ead325e4ea9f,5416605541,215,6TH,,SE,ST,,207,GRANTS PASS,OR,97526,2024-11-19 13:02:02.000,BTAX-039395-11-2024,2025-11-30 13:02:02.000
80HD MASSAGE THERAPY,BRIDGET DUPZYK,Inside City Limits,621399,Medical-Massage Therapy,,2023-10-31 00:00:00.000,14e94bd6-b2ae-4fc3-8d24-ead325e4ea9f,5416605541,215,6TH,,SE,ST,,207,GRANTS PASS,OR,97526,2024-11-19 13:02:02.000,BTAX-039395-11-2024,2025-11-30 13:02:02.000
828 MOTOSPORTS LLC.," ",Inside City Limits,811111,Auto-General Repair,,2020-07-20 00:00:00.000,311bbacc-08f3-475c-a293-a77ab6ac8fc1,5417877791,2001,FOOTHILL,," ",BLVD,,C-4,GRANTS PASS,OR,97526,2024-05-29 11:49:19.000,BTAX-037417-05-2024,2025-05-31 11:49:19.000
828 MOTOSPORTS LLC.,SEAN GUNN,Inside City Limits,811111,Auto-General Repair,,2020-07-20 00:00:00.000,311bbacc-08f3-475c-a293-a77ab6ac8fc1,5417877791,2001,FOOTHILL,," ",BLVD,,C-4,GRANTS PASS,OR,97526,2024-05-29 11:49:19.000,BTAX-037417-05-2024,2025-05-31 11:49:19.000
99 ASIAN MASSAGE," ",Inside City Limits,621399,Medical-Massage Therapy,,2018-08-28 00:00:00.000,382e61ea-6ed5-4709-882b-e6d865724c63,5416595412,1100,7th,,NE,ST,,SUITE A,GRANTS PASS,OR,97526,2024-09-03 15:00:35.000,BTAX-038737-09-2024,2025-09-30 15:00:35.000
99 ASIAN MASSAGE,JIEWEN HUANG,Inside City Limits,621399,Medical-Massage Therapy,,2018-08-28 00:00:00.000,382e61ea-6ed5-4709-882b-e6d865724c63,5416595412,1100,7th,,NE,ST,,SUITE A,GRANTS PASS,OR,97526,2024-09-03 15:00:35.000,BTAX-038737-09-2024,2025-09-30 15:00:35.000
99 ASIAN MASSAGE,GUIFEN YIN,Inside City Limits,621399,Medical-Massage Therapy,,2018-08-28 00:00:00.000,382e61ea-6ed5-4709-882b-e6d865724c63,5416595412,1100,7th,,NE,ST,,SUITE A,GRANTS PASS,OR,97526,2024-09-03 15:00:35.000,BTAX-038737-09-2024,2025-09-30 15:00:35.000
"A 1 PROFESSIONAL SERVICES LLC ","JUDITH/WRIGHT, RACHEL  CROTTS",Inside City Limits,541211,Accountant-CPA,,2003-12-04 00:00:00.000,81479916-E51E-467C-A1E9-93888C9E3270,5414766691,1370,ROGUE RIVER,,,HWY,,,GRANTS PASS,OR,97527,2025-01-10 14:24:55.000,BTAX-039705-01-2025,2026-01-31 14:24:55.000
"A NAIL DETAIL                 ","LISA/MATHEWS, AMBER  JOHNSON",Inside City Limits,812113,Nail Salon,,2003-11-03 00:00:00.000,C667CB3C-DB4C-4A70-B524-A0D98957405C,5414729210,1573,6TH,,NE,ST,,,GRANTS PASS,OR,97526,2024-08-28 10:29:21.000,BTAX-038653-08-2024,2025-08-31 10:29:21.000
"A RIGHT NOW JEWELRY & REPAIR  ",MATTHEW  O'DEAY,Inside City Limits,448310,Retail-Jewelry Store,,2003-09-13 00:00:00.000,56619E18-82D2-4EF9-9130-1DB1CD8ADBFA,5414796819,629,6TH,,NE,ST,," ",GRANTS PASS,OR,97526,2024-09-03 13:28:24.000,BTAX-038723-09-2024,2025-09-30 13:28:24.000
"A TO Z TREE SERVICE INC       ",BRUCE  ZIEGLER,Inside City Limits,541990,Professional-Misc,,1995-08-29 00:00:00.000,12BD65D8-F4F0-4AF2-939E-5104FE1425F2,5417871723,1779,DARRELL,," ",CIR,," ",GRANTS PASS,OR,97527,2024-07-25 11:10:17.000,BTAX-038096-07-2024,2025-07-31 11:10:17.000
A+ SCREEN PRINTING,PERRY SHEEHAN,Inside City Limits,323111,Printing-Commercial,,2002-05-27 00:00:00.000,F51B740C-9B11-4EEE-ABA5-F320377567F6,5414791852,719,CYPRESS,,SW,ST,," ",GRANTS PASS,OR,97526,2024-04-30 15:53:16.000,BTAX-037280-04-2024,2025-04-30 15:53:16.000
"A+ SUPERIOR GRANITE           ",ENNETH  GOEN,Inside City Limits,454390,Retail-Misc Direct Selling Establishment,,2006-11-27 00:00:00.000,1D0173D0-35A4-4CF5-9554-A59C4566FCFA,5414763117,1566,DOWELL,,,Rd,,A,GRANTS PASS,OR,97527,2024-09-23 09:42:58.000,BTAX-038871-09-2024,2025-09-30 09:42:58.000
"A-1 MARKET #3                 ",RAKESH KUMAR  SHARMA,Inside City Limits,445120,Convenience Store,,2014-07-15 00:00:00.000,4532088C-01F9-4BA7-B5B5-10723EB8E46C,5419557100,605,7TH,,NE,ST,," ",GRANTS PASS,OR,97526,2024-12-31 13:16:24.000,BTAX-039617-12-2024,2025-12-31 13:16:24.000
A-1 MINI STORAGE PROPERTIES LLC," ",Inside City Limits,493110,Storage & General Warehousing,,2019-09-13 00:00:00.000,79f872f5-7c8f-44b2-8b0a-37f0b9c79797,5414761525,1935,REDWOOD,," ",AVE,," ",GRANTS PASS,OR,97527,2024-09-17 15:02:07.000,BTAX-038855-09-2024,2025-09-30 15:02:07.000
A-1 MINI STORAGE PROPERTIES LLC,MARCIA NUNN,Inside City Limits,493110,Storage & General Warehousing,,2019-09-13 00:00:00.000,79f872f5-7c8f-44b2-8b0a-37f0b9c79797,5414761525,1935,REDWOOD,," ",AVE,," ",GRANTS PASS,OR,97527,2024-09-17 15:02:07.000,BTAX-038855-09-2024,2025-09-30 15:02:07.000
"A-1 ROADSIDE ASSIST & TOWING           "," ",Outside City Limits,488410,Towing,,2018-07-16 00:00:00.000,f235617b-a866-438e-8c83-32d09bb5174d,5414719595,4200,HIGHLAND,," ",AVE,," ",GRANTS PASS,OR,97526,2024-08-21 09:49:01.000,BTAX-038455-08-2024,2025-08-31 09:49:01.000
"A-1 ROADSIDE ASSIST & TOWING           "," ",Inside City Limits,488410,Towing,,2014-07-10 00:00:00.000,0AC63E73-73F8-4744-BD62-F00B02216B75,5414719595,130,SUSAN,,SW,LN,," ",GRANTS PASS,OR,97526,2024-08-21 09:46:15.000,BTAX-038454-08-2024,2025-08-31 09:46:15.000
"A-1 ROADSIDE ASSIST & TOWING           ",JOHN & KATHLEEN INGRAM,Inside City Limits,488410,Towing,,2014-07-10 00:00:00.000,0AC63E73-73F8-4744-BD62-F00B02216B75,5414719595,130,SUSAN,,SW,LN,," ",GRANTS PASS,OR,97526,2024-08-21 09:46:15.000,BTAX-038454-08-2024,2025-08-31 09:46:15.000
"A-1 ROADSIDE ASSIST & TOWING           ",JOHN & KATHLEEN INGRAM,Outside City Limits,488410,Towing,,2018-07-16 00:00:00.000,f235617b-a866-438e-8c83-32d09bb5174d,5414719595,4200,HIGHLAND,," ",AVE,," ",GRANTS PASS,OR,97526,2024-08-21 09:49:01.000,BTAX-038455-08-2024,2025-08-31 09:49:01.000
A2 INVESTMENTS LLC," ",Inside City Limits,531110,Rental Units/Landlord,,2020-02-26 00:00:00.000,49332aa9-89fe-4834-aa17-5c95dfce31cd,5417615431,319,E,,NW,ST,," ",GRANTS PASS,OR,97526,2024-11-13 10:36:33.000,BTAX-039353-11-2024,2025-11-30 10:36:33.000
A2 INVESTMENTS LLC,JODIE AND SPENCER APLAND,Inside City Limits,531110,Rental Units/Landlord,,2020-02-26 00:00:00.000,49332aa9-89fe-4834-aa17-5c95dfce31cd,5417615431,319,E,,NW,ST,," ",GRANTS PASS,OR,97526,2024-11-13 10:36:33.000,BTAX-039353-11-2024,2025-11-30 10:36:33.000
AA INSULATION," ",Outside City Limits,238190,Contractor-General/Building Exterior,,2017-04-21 00:00:00.000,97f04923-4951-4e3d-8aca-000d5df28116,5415351818,407,"BOARDMAN ",,,ST,,,MEDFORD,OR,97501,2024-07-09 13:23:17.000,BTAX-037688-07-2024,2025-07-31 13:23:17.000
AA INSULATION,HOWARD OSVOLD,Outside City Limits,238190,Contractor-General/Building Exterior,,2017-04-21 00:00:00.000,97f04923-4951-4e3d-8aca-000d5df28116,5415351818,407,"BOARDMAN ",,,ST,,,MEDFORD,OR,97501,2024-07-09 13:23:17.000,BTAX-037688-07-2024,2025-07-31 13:23:17.000
"AAA OREGON                    "," AAA OREGON/IDAHO              ",Inside City Limits,541990,Professional-Misc,,1990-12-30 00:00:00.000,B9F98CB6-AA4C-47A2-975E-0B3FC7B59346,5414797829,1563,F,,NE,ST,,,GRANTS PASS,OR,97526,2024-10-17 11:09:41.000,BTAX-039126-10-2024,2025-10-31 11:09:41.000
AARON'S LLC," ",Inside City Limits,442110,Retail-Furniture Store,AARON'S SALES AND LEASE OWNERSHIP #C2054,2020-11-01 00:00:00.000,f94424bf-f2d3-43d5-9655-79cc21ce2348,5414711300,834,E,,NE,ST,," ",GRANTS PASS,OR,97526,2024-12-31 14:05:20.000,BTAX-039623-12-2024,2025-12-31 14:05:20.000
"ABBY'S LEGENDARY PIZZA        "," ABBY'S INC                    ",Inside City Limits,722511,Restaurant,,1997-01-01 00:00:00.000,DC63A696-E76E-4484-A89B-DAB4FD8DD8AB,5414762133,205,BEACON,,NE,DR,," ",GRANTS PASS,OR,97526,2024-05-20 14:43:32.000,BTAX-037396-05-2024,2025-05-31 14:43:32.000
"ABBYS PIZZA INN SOUTH         "," ABBY'S INC (STOCK HELD)       ",Inside City Limits,722511,Restaurant,,1997-01-01 00:00:00.000,A548C8C8-8C95-418C-848C-5CA3F0FF7595,5416721184,1560,WILLIAMS,," ",HWY,," ",GRANTS PASS,OR,97527,2024-02-12 14:39:40.000,BTAX-036915-02-2024,2025-02-28 14:39:40.000
"ABSOLUTE MOTOSPORT INC       ",NEIDER & ALLISON  BELL,Inside City Limits,454390,Retail-Misc Direct Selling Establishment,,2011-02-02 00:00:00.000,4764A978-512E-47B8-A5FC-5DFE90BA13BE,5416777479,135,MILL,,NE,ST,,,GRANTS PASS,OR,97526,2024-07-16 11:03:37.000,BTAX-037896-07-2024,2025-07-31 11:03:37.000
"ACCENTCARE HOME HEALTH OF ROGUE VALLEY INC "," ACCENTCARE",Inside City Limits,621610,Medical-Home Health Care Services,,2014-08-01 00:00:00.000,3ECCE2C5-37CE-49BF-B79F-65AED0EB5764,9722013819,1545,F,,NE,ST,,,GRANTS PASS,OR,97526,2024-08-21 10:49:21.000,BTAX-038459-08-2024,2025-08-31 10:49:21.000
ACCESS FAMILY MEDICINE DPC," ",Inside City Limits,621111,Medical-Physician,,2020-11-01 00:00:00.000,6067eb5f-46b7-4de8-bd3d-88577bdb65fe,5414509359,1201,7TH,,NE,ST,,C,GRANTS PASS,OR,97526,2024-11-07 13:57:45.000,BTAX-039320-11-2024,2025-11-30 13:57:45.000
ACCESS FAMILY MEDICINE DPC,TAMARA POWELL,Inside City Limits,621111,Medical-Physician,,2020-11-01 00:00:00.000,6067eb5f-46b7-4de8-bd3d-88577bdb65fe,5414509359,1201,7TH,,NE,ST,,C,GRANTS PASS,OR,97526,2024-11-07 13:57:45.000,BTAX-039320-11-2024,2025-11-30 13:57:45.000
ACCURATE ROOFING COMPANY LLC,WALTER & CARLA WATSON,Outside City Limits,238160,Roofing,,1996-06-13 00:00:00.000,1F60EFCA-3AB4-4763-BAAB-2402A8433974,5414769869,1540,ROGUE RIVER,," ",HWY,,,GRANTS PASS,OR,97527,2024-04-17 15:37:25.000,BTAX-037224-04-2024,2025-04-30 15:37:25.000
ACCURATE ROOFING COMPANY LLC," ",Outside City Limits,238160,Roofing,,2023-03-08 00:00:00.000,f17a62dd-fcb4-406e-b8e1-613f459d6ed8,5414769869,390,SCENIC,,,DR,,,GRANTS PASS,OR,97526,2024-03-13 09:43:50.000,BTAX-037033-03-2024,2025-03-31 09:43:50.000
ACCURATE ROOFING COMPANY LLC," ",Outside City Limits,238160,Roofing,,1996-06-13 00:00:00.000,1F60EFCA-3AB4-4763-BAAB-2402A8433974,5414769869,1540,ROGUE RIVER,," ",HWY,,,GRANTS PASS,OR,97527,2024-04-17 15:37:25.000,BTAX-037224-04-2024,2025-04-30 15:37:25.000
ACCURATE ROOFING COMPANY LLC,CARLA & WALTER WATSON,Outside City Limits,238160,Roofing,,2023-03-08 00:00:00.000,f17a62dd-fcb4-406e-b8e1-613f459d6ed8,5414769869,390,SCENIC,,,DR,,,GRANTS PASS,OR,97526,2024-03-13 09:43:50.000,BTAX-037033-03-2024,2025-03-31 09:43:50.000
ACE CASH EXPRESS," ",Inside City Limits,522298,Pawnshop,,2010-07-20 00:00:00.000,f7e8d72d-af06-482e-b6d9-6a49777163f5,5414718865,412,7TH,,SE,ST,," ",GRANTS PASS,OR,97526,2024-09-26 11:24:47.000,BTAX-038948-09-2024,2025-09-30 11:24:47.000
ACE CASH EXPRESS,"POPULUS FINANCIAL GROUP, INC",Inside City Limits,522298,Pawnshop,,2010-07-20 00:00:00.000,f7e8d72d-af06-482e-b6d9-6a49777163f5,5414718865,412,7TH,,SE,ST,," ",GRANTS PASS,OR,97526,2024-09-26 11:24:47.000,BTAX-038948-09-2024,2025-09-30 11:24:47.000
ACTION DOOR LLC,MYLES & JANEL  WHITTINGTON,Inside City Limits,339999,Manufacturing-Misc Manufacturing,,2015-12-01 00:00:00.000,2AC298C5-025B-4BC0-9D63-F4BCD731E033,5414729118,850,ROGUE RIVER,,,HWY,,,GRANTS PASS,OR,97527,2024-07-25 14:11:18.000,BTAX-038106-07-2024,2025-07-31 14:11:18.000
ACTION DOOR LLC,JANEL WHITTINGTON,Inside City Limits,339999,Manufacturing-Misc Manufacturing,,2015-12-01 00:00:00.000,2AC298C5-025B-4BC0-9D63-F4BCD731E033,5414729118,850,ROGUE RIVER,,,HWY,,,GRANTS PASS,OR,97527,2024-07-25 14:11:18.000,BTAX-038106-07-2024,2025-07-31 14:11:18.000
ACTIVE SPORTS & FAMILY CHIROPRACTIC,ADAM L  HENDY,Inside City Limits,621310,Medical-Chiropractor,,2008-01-14 00:00:00.000,101B6FAE-913A-4D41-A266-9F9669290449,5414760662,1529,F,,NE,ST,,,GRANTS PASS,OR,97526,2024-10-02 13:45:04.000,BTAX-038984-10-2024,2025-10-31 13:45:04.000
"ACUPRESSURE HEALTH CARE       ",CHARLOTTE SPERISEN,Inside City Limits,621399,Medical-Massage Therapy,,1989-03-23 00:00:00.000,02386D82-C29A-46E8-AC86-E6A1B3F59CB7,5479550618,432,6TH,,NW,ST,,#207,GRANTS PASS,,97526,2024-09-05 13:41:22.000,BTAX-038767-09-2024,2025-09-30 13:41:22.000
"ACUPUNCTURE AND HERBAL MEDICAL CENTER LLC ",GREGORY DOSS,Inside City Limits,624190,Social Svcs-Individual & Family Svcs,,1987-12-07 00:00:00.000,A7624B2F-0B8F-423E-A384-350F0F752D2B,5414764611,910,D,,NE,ST,," ",GRANTS PASS,OR,97526,2024-05-13 10:49:19.000,BTAX-037352-05-2024,2025-05-31 10:49:19.000
"ACUPUNCTURE AT RIVERSIDE      ",ELLEN  LEONARD,Inside City Limits,541990,Professional-Misc,,2005-11-01 00:00:00.000,1AE158B2-2A46-4BA4-A591-3F05B2E62476,5414741974,957,7TH,,SE,St,,,GRANTS PASS,OR,97526,2024-07-09 09:53:21.000,BTAX-037660-07-2024,2025-07-31 09:53:21.000
"ADMIRE AESTHETICS, INC",TIFFANY DIGIUSEPPE,Inside City Limits,812199,Personal Care Services,,2021-04-15 00:00:00.000,d2bcdf6d-49ea-4c34-b1f2-c076e0a2e65b,5412108806,1533,F,,NE,ST,,,GRANTS PASS,OR,97526,2024-05-17 11:23:15.000,BTAX-037386-05-2024,2025-05-31 11:23:15.000
"ADMIRE AESTHETICS, INC"," ",Inside City Limits,812199,Personal Care Services,,2021-04-15 00:00:00.000,d2bcdf6d-49ea-4c34-b1f2-c076e0a2e65b,5412108806,1533,F,,NE,ST,,,GRANTS PASS,OR,97526,2024-05-17 11:23:15.000,BTAX-037386-05-2024,2025-05-31 11:23:15.000
ADT LLC," ",Outside City Limits,561621,Security System Services,,2012-06-29 00:00:00.000,92AD429E-8F55-4315-A753-69942CD1E203,5612262843,7989,CIRRUS,,SW,DR,,22,BEAVERTON,OR,97008,2024-04-04 11:54:54.000,BTAX-037145-04-2024,2025-04-30 11:54:54.000
"ADVANCED DENT REPAIR          ",MARK  TOBIN,Inside City Limits,811121,"Auto-Body, Paint & Interior",,2006-02-16 00:00:00.000,5B5D2B32-6747-437A-BF93-D546000E5563,5414763605,669,ROGUE RIDGE,," ",DR,," ",GRANTS PASS,OR,97527,2024-04-23 10:05:52.000,BTAX-037241-04-2024,2025-04-30 10:05:52.000
ADVANCED PRINT & TINT," ",Inside City Limits,323111,Printing-Commercial,,2000-01-01 00:00:00.000,f9a20e47-f5ed-487e-a67a-8c5bd105daaf,5414713355,526,ROGUE RIVER,," ",HWY,," ",GRANTS PASS,OR,97527,2024-04-16 16:18:20.000,BTAX-037214-04-2024,2025-04-30 16:18:20.000
ADVANCED PRINT & TINT,JASON TRUJILLO,Inside City Limits,323111,Printing-Commercial,,2000-01-01 00:00:00.000,f9a20e47-f5ed-487e-a67a-8c5bd105daaf,5414713355,526,ROGUE RIVER,," ",HWY,," ",GRANTS PASS,OR,97527,2024-04-16 16:18:20.000,BTAX-037214-04-2024,2025-04-30 16:18:20.000
"ADVANCED TESTING & INSPECTION ",JOHN  FRAZER,Outside City Limits,541330,Engineering Services,,2007-04-19 00:00:00.000,55D10AE3-39D0-45DE-9F9E-7FF205029311,5417617607,4120,CLOVERLAWN,,,DR,,,GRANTS PASS,OR,97527,2024-08-01 15:43:58.000,BTAX-038299-08-2024,2025-08-31 15:43:58.000
ADVANTAGE DENTAL ORAL HEALTH CENTER," ",Inside City Limits,621210,Medical-Dentist,,2016-08-31 00:00:00.000,08d1ebee-ce1d-4ddf-9d52-9cf246d8d353,5414921687,1228,7TH,,NE,ST,," ",GRANTS PASS,OR,97526,2024-10-28 09:42:23.000,BTAX-039238-10-2024,2025-10-31 09:42:23.000
ADVANTAGE DENTAL ORAL HEALTH CENTER," ",Inside City Limits,621210,Medical-Dentist,,2016-08-31 00:00:00.000,08d1ebee-ce1d-4ddf-9d52-9cf246d8d353,5414921687,1228,7TH,,NE,ST,," ",GRANTS PASS,OR,97526,2024-10-28 09:42:23.000,BTAX-039238-10-2024,2025-10-31 09:42:23.000
ADVANTAGE HOME CARE INC,J MICHEAL  JOHNSON,Inside City Limits,621610,Medical-Home Health Care Services,,1998-07-08 00:00:00.000,F6DABBF8-8A21-4A08-85F8-5F079264DAEA,5414790993,1320,7TH,,NE,ST,," ",GRANTS PASS,OR,97526,2024-09-05 13:49:34.000,BTAX-038772-09-2024,2025-09-30 13:49:34.000
