CompanyName,ContactName,Location,CodeNumber,BusinessType,dba,OpenedDate,BLGLOBALENTITYEXTENSIONID,BusinessPhone,ADDRESSLINE1,ADDRESSLINE2,ADDRESSLINE3,PREDIRECTION,STREETTYPE,POSTDIRECTION,UNITORSUITE,CITY,STATE,POSTALCODE,ISSUEDDATE,LICENSENUMBER,EXPIRATIONDATE
,NISHA JACKSON,Inside City Limits,621498,Medical-Outpatient Care Center,ONE PEAK MEDICAL GP 7TH ST,00:00.0,47bc16ca-bd70-42b0-a924-e4cc5c7a0754,5412377420,1325,7TH,,NE,ST,, ,GRANTS PASS,OR,97526,32:47.0,BTAX-040402-05-2025,32:47.0
, ,Inside City Limits,522291,Finance-Consumer Lending,,00:00.0,CC2BC739-B64B-4461-AEBB-187F0C62F41E,5412267400,315,7TH,,SE,ST,,SUITE E,GRANTS PASS,OR,97526,38:34.0,BTAX-041034-07-2025,38:34.0
,MAT CLEARY,Inside City Limits,453998,All Other Miscellaneous Store Retailers (Except Tobacco Stores),NECTAR,00:00.0,f64d0c8b-d17a-455e-b213-93f7a0e031bf,5039126773,162,BEACON,,NE,DR,,105,GRANTS PASS,OR,97526,06:37.0,BTAX-041225-08-2025,06:37.0
, ,Inside City Limits,453998,All Other Miscellaneous Store Retailers (Except Tobacco Stores),NECTAR,00:00.0,f64d0c8b-d17a-455e-b213-93f7a0e031bf,5039126773,162,BEACON,,NE,DR,,105,GRANTS PASS,OR,97526,06:37.0,BTAX-041225-08-2025,06:37.0
1ST CHOICE WINDOWS DOORS & MORE INC., ,Inside City Limits,425120,Wholesale Agent,,00:00.0,eb2478eb-702d-40f9-a345-ae75f2d97144,5419566185,1470,M,,SE,ST,,2A,GRANTS PASS,OR,97526,05:51.0,BTAX-041345-08-2025,05:51.0
1ST CHOICE WINDOWS DOORS & MORE INC.,"LEN FISHER, ERIK OTT",Inside City Limits,425120,Wholesale Agent,,00:00.0,eb2478eb-702d-40f9-a345-ae75f2d97144,5419566185,1470,M,,SE,ST,,2A,GRANTS PASS,OR,97526,05:51.0,BTAX-041345-08-2025,05:51.0
3 BOYS CLASSIC TOWING         ,RICHY & TERESA  LUKER,Inside City Limits,488410,Towing,,00:00.0,688989EB-44E7-48BC-B5CD-89034F69EBF1,5414793530,1537,ROGUE RIVER,, ,HWY,, ,GRANTS PASS,OR,97527,05:07.0,BTAX-040728-07-2025,05:07.0
3 SEVENS TATTOO               ,JEREMY  ELLEDGE,Inside City Limits,812199,Tattoo/Piercing Shop,,00:00.0,A76D8C40-D171-44A0-9955-D06699A0FE1E,5418909777,1312,REDWOOD,,,AVE,,B,GRANTS PASS,OR,97527,54:52.0,BTAX-040863-07-2025,54:52.0
3R'S TUTORING                 ,MAUREEN  MCCARTHY,Inside City Limits,611710,Educational Support Services,,00:00.0,421FECD8-B73F-45B2-AF9A-3ED6D694D5A2,5414412689,1210,ORIOLE,,SE,ST,, ,GRANTS PASS,OR,97526,47:16.0,BTAX-041042-07-2025,47:16.0
5 STAR PEST CONTROL           ,REBECCA  BERUBEE,Inside City Limits,561710,Pest Control,,00:00.0,AB6BD1ED-C23E-4F9F-AA32-0A7326A42EA1,5414413755,233,ROGUE RIVER,, ,HWY,,#898,GRANTS PASS,OR,97527,55:00.0,BTAX-040798-07-2025,55:00.0
541 PROPERTY MANAGEMENT LLC, ,Outside City Limits,531311,Property Management,,00:00.0,1f37609a-4fc5-434c-bfce-a0fc80d6e6b7,5414761026,3098,UNIVERSITY,, ,RD,,B,GRANTS PASS,OR,97527,55:40.0,BTAX-040765-07-2025,55:40.0
541 PROPERTY MANAGEMENT LLC,JEANETTE DARROW,Outside City Limits,531311,Property Management,,00:00.0,1f37609a-4fc5-434c-bfce-a0fc80d6e6b7,5414761026,3098,UNIVERSITY,, ,RD,,B,GRANTS PASS,OR,97527,55:40.0,BTAX-040765-07-2025,55:40.0
80HD MASSAGE THERAPY, ,Inside City Limits,621399,Medical-Massage Therapy,,00:00.0,14e94bd6-b2ae-4fc3-8d24-ead325e4ea9f,5416605541,215,6TH,,SE,ST,,207,GRANTS PASS,OR,97526,53:25.0,BTAX-042344-11-2025,53:25.0
80HD MASSAGE THERAPY,BRIDGET DUPZYK,Inside City Limits,621399,Medical-Massage Therapy,,00:00.0,14e94bd6-b2ae-4fc3-8d24-ead325e4ea9f,5416605541,215,6TH,,SE,ST,,207,GRANTS PASS,OR,97526,53:25.0,BTAX-042344-11-2025,53:25.0
828 MOTOSPORTS LLC., ,Inside City Limits,811111,Auto-General Repair,,00:00.0,311bbacc-08f3-475c-a293-a77ab6ac8fc1,5417877791,2001,FOOTHILL,, ,BLVD,,C-4,GRANTS PASS,OR,97526,54:31.0,BTAX-041033-07-2025,54:31.0
828 MOTOSPORTS LLC.,SEAN GUNN,Inside City Limits,811111,Auto-General Repair,,00:00.0,311bbacc-08f3-475c-a293-a77ab6ac8fc1,5417877791,2001,FOOTHILL,, ,BLVD,,C-4,GRANTS PASS,OR,97526,54:31.0,BTAX-041033-07-2025,54:31.0
88 SPA INC, ,Inside City Limits,621399,Medical-Massage Therapy,,00:00.0,f11598c4-e879-4b1c-b647-a6c5f03a282b,9172928229,1252,6TH,,NW,ST,,SUITE 10,GRANTS PASS,OR,97526,35:46.0,BTAX-040407-05-2025,35:46.0
88 SPA INC,MING XI,Inside City Limits,621399,Medical-Massage Therapy,,00:00.0,f11598c4-e879-4b1c-b647-a6c5f03a282b,9172928229,1252,6TH,,NW,ST,,SUITE 10,GRANTS PASS,OR,97526,35:46.0,BTAX-040407-05-2025,35:46.0
99 ASIAN MASSAGE, ,Inside City Limits,621399,Medical-Massage Therapy,,00:00.0,382e61ea-6ed5-4709-882b-e6d865724c63,5416595412,1100,7th,,NE,ST,,SUITE A,GRANTS PASS,OR,97526,50:03.0,BTAX-041629-09-2025,50:03.0
99 ASIAN MASSAGE,JIEWEN HUANG,Inside City Limits,621399,Medical-Massage Therapy,,00:00.0,382e61ea-6ed5-4709-882b-e6d865724c63,5416595412,1100,7th,,NE,ST,,SUITE A,GRANTS PASS,OR,97526,50:03.0,BTAX-041629-09-2025,50:03.0
99 ASIAN MASSAGE,GUIFEN YIN,Inside City Limits,621399,Medical-Massage Therapy,,00:00.0,382e61ea-6ed5-4709-882b-e6d865724c63,5416595412,1100,7th,,NE,ST,,SUITE A,GRANTS PASS,OR,97526,50:03.0,BTAX-041629-09-2025,50:03.0
A 1 PROFESSIONAL SERVICES LLC ,"JUDITH/WRIGHT, RACHEL  CROTTS",Inside City Limits,541211,Accountant-CPA,,00:00.0,81479916-E51E-467C-A1E9-93888C9E3270,5414766691,1370,ROGUE RIVER,,,HWY,,,GRANTS PASS,OR,97527,26:37.0,BTAX-042665-01-2026,26:37.0
A NAIL DETAIL                 ,"LISA/MATHEWS, AMBER  JOHNSON",Inside City Limits,812113,Nail Salon,,00:00.0,C667CB3C-DB4C-4A70-B524-A0D98957405C,5414729210,1573,6TH,,NE,ST,,,GRANTS PASS,OR,97526,23:44.0,BTAX-041435-08-2025,23:44.0
A RIGHT NOW JEWELRY & REPAIR  ,MATTHEW  O'DEAY,Inside City Limits,448310,Retail-Jewelry Store,,00:00.0,56619E18-82D2-4EF9-9130-1DB1CD8ADBFA,5414796819,629,6TH,,NE,ST,, ,GRANTS PASS,OR,97526,54:23.0,BTAX-041627-09-2025,54:23.0
A TO Z TREE SERVICE INC       ,BRUCE  ZIEGLER,Inside City Limits,541990,Professional-Misc,,00:00.0,12BD65D8-F4F0-4AF2-939E-5104FE1425F2,5417871723,1779,DARRELL,, ,CIR,, ,GRANTS PASS,OR,97527,58:09.0,BTAX-041154-08-2025,58:09.0
A-1 MINI STORAGE PROPERTIES LLC,MARCIA NUNN,Inside City Limits,493110,Storage & General Warehousing,,00:00.0,79f872f5-7c8f-44b2-8b0a-37f0b9c79797,5414761525,1935,REDWOOD,, ,AVE,, ,GRANTS PASS,OR,97527,42:41.0,BTAX-041656-09-2025,42:41.0
A-1 MINI STORAGE PROPERTIES LLC, ,Inside City Limits,493110,Storage & General Warehousing,,00:00.0,79f872f5-7c8f-44b2-8b0a-37f0b9c79797,5414761525,1935,REDWOOD,, ,AVE,, ,GRANTS PASS,OR,97527,42:41.0,BTAX-041656-09-2025,42:41.0
A-1 ROADSIDE ASSIST & TOWING           , ,Inside City Limits,488410,Towing,,00:00.0,0AC63E73-73F8-4744-BD62-F00B02216B75,5414719595,130,SUSAN,,SW,LN,, ,GRANTS PASS,OR,97526,03:14.0,BTAX-041267-08-2025,03:14.0
A-1 ROADSIDE ASSIST & TOWING           ,JOHN & KATHLEEN INGRAM,Inside City Limits,488410,Towing,,00:00.0,0AC63E73-73F8-4744-BD62-F00B02216B75,5414719595,130,SUSAN,,SW,LN,, ,GRANTS PASS,OR,97526,03:14.0,BTAX-041267-08-2025,03:14.0
A-1 ROADSIDE ASSIST & TOWING           ,JOHN & KATHLEEN INGRAM,Outside City Limits,488410,Towing,,00:00.0,f235617b-a866-438e-8c83-32d09bb5174d,5414719595,4200,HIGHLAND,, ,AVE,, ,GRANTS PASS,OR,97526,07:11.0,BTAX-041293-08-2025,07:11.0
A-1 ROADSIDE ASSIST & TOWING           , ,Outside City Limits,488410,Towing,,00:00.0,f235617b-a866-438e-8c83-32d09bb5174d,5414719595,4200,HIGHLAND,, ,AVE,, ,GRANTS PASS,OR,97526,07:11.0,BTAX-041293-08-2025,07:11.0
A2 INVESTMENTS LLC,JODIE AND SPENCER APLAND,Inside City Limits,531110,Rental Units/Landlord,,00:00.0,49332aa9-89fe-4834-aa17-5c95dfce31cd,5417615431,319,E,,NW,ST,, ,GRANTS PASS,OR,97526,41:43.0,BTAX-042511-12-2025,41:43.0
A2 INVESTMENTS LLC, ,Inside City Limits,531110,Rental Units/Landlord,,00:00.0,49332aa9-89fe-4834-aa17-5c95dfce31cd,5417615431,319,E,,NW,ST,, ,GRANTS PASS,OR,97526,41:43.0,BTAX-042511-12-2025,41:43.0
AA INSULATION,HOWARD OSVOLD,Outside City Limits,238190,Contractor-General/Building Exterior,,00:00.0,97f04923-4951-4e3d-8aca-000d5df28116,5415351818,407,BOARDMAN ,,,ST,,,MEDFORD,OR,97501,29:29.0,BTAX-040874-07-2025,29:29.0
AA INSULATION, ,Outside City Limits,238190,Contractor-General/Building Exterior,,00:00.0,97f04923-4951-4e3d-8aca-000d5df28116,5415351818,407,BOARDMAN ,,,ST,,,MEDFORD,OR,97501,29:29.0,BTAX-040874-07-2025,29:29.0
AAA OREGON                    , AAA OREGON/IDAHO              ,Inside City Limits,541990,Professional-Misc,,00:00.0,B9F98CB6-AA4C-47A2-975E-0B3FC7B59346,5414797829,1563,F,,NE,ST,,,GRANTS PASS,OR,97526,39:59.0,BTAX-042006-10-2025,39:59.0
AARON'S LLC, ,Inside City Limits,442110,Retail-Furniture Store,AARON'S SALES AND LEASE OWNERSHIP #C2054,00:00.0,f94424bf-f2d3-43d5-9655-79cc21ce2348,5414711300,834,E,,NE,ST,, ,GRANTS PASS,OR,97526,57:41.0,BTAX-042598-01-2026,57:41.0
ABBEY ROADS CLEAN AIR LLC, ,Inside City Limits,561790,Chimney Cleaning/Sweep,,00:00.0,D8143D9B-F4B5-480D-A505-E92E33BA56FE,5414768780,501,STRINGER GAP,,,RD,,,GRANTS PASS,OR,97527,41:51.0,BTAX-041751-09-2025,41:51.0
ABBEY ROADS CLEAN AIR LLC,BRENDON Massa,Inside City Limits,561790,Chimney Cleaning/Sweep,,00:00.0,D8143D9B-F4B5-480D-A505-E92E33BA56FE,5414768780,501,STRINGER GAP,,,RD,,,GRANTS PASS,OR,97527,41:51.0,BTAX-041751-09-2025,41:51.0
ABBY'S LEGENDARY PIZZA        , ABBY'S INC                    ,Inside City Limits,722511,Restaurant,,00:00.0,DC63A696-E76E-4484-A89B-DAB4FD8DD8AB,5414762133,205,BEACON,,NE,DR,, ,GRANTS PASS,OR,97526,56:58.0,BTAX-040420-05-2025,56:58.0
ABSOLUTE MOTOSPORT INC       ,NEIDER & ALLISON  BELL,Inside City Limits,454390,Retail-Misc Direct Selling Establishment,,00:00.0,4764A978-512E-47B8-A5FC-5DFE90BA13BE,5416777479,135,MILL,,NE,ST,,,GRANTS PASS,OR,97526,22:12.0,BTAX-040945-07-2025,22:12.0
ACCENTCARE HOME HEALTH OF ROGUE VALLEY INC , ACCENTCARE,Inside City Limits,621610,Medical-Home Health Care Services,,00:00.0,3ECCE2C5-37CE-49BF-B79F-65AED0EB5764,9722013819,1545,F,,NE,ST,,,GRANTS PASS,OR,97526,00:33.0,BTAX-041482-08-2025,00:33.0
ACCESS FAMILY MEDICINE DPC, ,Inside City Limits,621111,Medical-Physician,,00:00.0,6067eb5f-46b7-4de8-bd3d-88577bdb65fe,5414509359,1201,7TH,,NE,ST,,C,GRANTS PASS,OR,97526,36:49.0,BTAX-042259-11-2025,36:49.0
ACCESS FAMILY MEDICINE DPC,TAMARA POWELL,Inside City Limits,621111,Medical-Physician,,00:00.0,6067eb5f-46b7-4de8-bd3d-88577bdb65fe,5414509359,1201,7TH,,NE,ST,,C,GRANTS PASS,OR,97526,36:49.0,BTAX-042259-11-2025,36:49.0
ACCURATE ROOFING COMPANY LLC,CARLA & WALTER WATSON,Outside City Limits,238160,Roofing,,00:00.0,f17a62dd-fcb4-406e-b8e1-613f459d6ed8,5414769869,390,SCENIC,,,DR,,,GRANTS PASS,OR,97526,16:52.0,BTAX-042917-03-2026,16:52.0
ACCURATE ROOFING COMPANY LLC, ,Outside City Limits,238160,Roofing,,00:00.0,f17a62dd-fcb4-406e-b8e1-613f459d6ed8,5414769869,390,SCENIC,,,DR,,,GRANTS PASS,OR,97526,16:52.0,BTAX-042917-03-2026,16:52.0
ACE CASH EXPRESS, ,Inside City Limits,522298,Pawnshop,,00:00.0,f7e8d72d-af06-482e-b6d9-6a49777163f5,5414718865,412,7TH,,SE,ST,, ,GRANTS PASS,OR,97526,17:52.0,BTAX-041867-09-2025,17:52.0
ACE CASH EXPRESS,"POPULUS FINANCIAL GROUP, INC",Inside City Limits,522298,Pawnshop,,00:00.0,f7e8d72d-af06-482e-b6d9-6a49777163f5,5414718865,412,7TH,,SE,ST,, ,GRANTS PASS,OR,97526,17:52.0,BTAX-041867-09-2025,17:52.0
ACKLEY COUNSELING & EMPLOYMENT,DARYL  ACKLEY,Outside City Limits,561311,Employment Agency,,00:00.0,48ABE6B4-2B4C-4FAC-88D8-83625CEC66A6,5418268344,1600,SKYPARK,,,DR,,# 203,MEDFORD,OR,97504,25:59.0,BTAX-042075-10-2025,25:59.0
ACTION DOOR LLC,JANEL WHITTINGTON,Inside City Limits,339999,Manufacturing-Misc Manufacturing,,00:00.0,2AC298C5-025B-4BC0-9D63-F4BCD731E033,5414729118,850,ROGUE RIVER,,,HWY,,,GRANTS PASS,OR,97527,11:01.0,BTAX-041669-09-2025,11:01.0
ACTION DOOR LLC,MYLES & JANEL  WHITTINGTON,Inside City Limits,339999,Manufacturing-Misc Manufacturing,,00:00.0,2AC298C5-025B-4BC0-9D63-F4BCD731E033,5414729118,850,ROGUE RIVER,,,HWY,,,GRANTS PASS,OR,97527,11:01.0,BTAX-041669-09-2025,11:01.0
ACTIVE SPORTS & FAMILY CHIROPRACTIC,ADAM L  HENDY,Inside City Limits,621310,Medical-Chiropractor,,00:00.0,101B6FAE-913A-4D41-A266-9F9669290449,5414760662,1529,F,,NE,ST,,,GRANTS PASS,OR,97526,35:09.0,BTAX-042155-10-2025,35:09.0
ACUPRESSURE HEALTH CARE       ,CHARLOTTE SPERISEN,Inside City Limits,621399,Medical-Massage Therapy,,00:00.0,02386D82-C29A-46E8-AC86-E6A1B3F59CB7,5479550618,432,6TH,,NW,ST,,#207,GRANTS PASS,,97526,03:12.0,BTAX-041868-09-2025,03:12.0
ACUPUNCTURE AND HERBAL MEDICAL CENTER LLC ,GREGORY DOSS,Inside City Limits,624190,Social Svcs-Individual & Family Svcs,,00:00.0,A7624B2F-0B8F-423E-A384-350F0F752D2B,5414764611,910,D,,NE,ST,, ,GRANTS PASS,OR,97526,06:59.0,BTAX-040430-05-2025,06:59.0
ACUPUNCTURE AT RIVERSIDE      ,ELLEN  LEONARD,Inside City Limits,541990,Professional-Misc,,00:00.0,1AE158B2-2A46-4BA4-A591-3F05B2E62476,5414741974,957,7TH,,SE,ST,,,GRANTS PASS,OR,97526,24:42.0,BTAX-040659-07-2025,24:42.0
"ADMIRE AESTHETICS, INC",TIFFANY DIGIUSEPPE,Inside City Limits,812199,Personal Care Services,,00:00.0,d2bcdf6d-49ea-4c34-b1f2-c076e0a2e65b,5412108806,1533,F,,NE,ST,,,GRANTS PASS,OR,97526,08:34.0,BTAX-040346-05-2025,08:34.0
"ADMIRE AESTHETICS, INC", ,Inside City Limits,812199,Personal Care Services,,00:00.0,d2bcdf6d-49ea-4c34-b1f2-c076e0a2e65b,5412108806,1533,F,,NE,ST,,,GRANTS PASS,OR,97526,08:34.0,BTAX-040346-05-2025,08:34.0
ADT LLC, ,Outside City Limits,561621,Security System Services,,00:00.0,92AD429E-8F55-4315-A753-69942CD1E203,5612262843,7989,CIRRUS,,SW,DR,,22,BEAVERTON,OR,97008,54:54.0,BTAX-037145-04-2024,54:54.0
ADVANCED DENT REPAIR          ,MARK  TOBIN,Inside City Limits,811121,"Auto-Body, Paint & Interior",,00:00.0,5B5D2B32-6747-437A-BF93-D546000E5563,5414763605,669,ROGUE RIDGE,, ,DR,, ,GRANTS PASS,OR,97527,49:41.0,BTAX-040341-05-2025,49:41.0
ADVANCED LANDSCAPE MAINTENANCE, ,Inside City Limits,541320,Landscaping Services,,00:00.0,8c20b80e-54ca-421f-b838-c98e11c6c05b,5415071106,1764,HARBECK,,,RD,,,GRANTS PASS,OR,97527,12:19.0,BTAX-040470-06-2025,12:19.0
ADVANCED LANDSCAPE MAINTENANCE,ROBERT HERMAN,Inside City Limits,541320,Landscaping Services,,00:00.0,8c20b80e-54ca-421f-b838-c98e11c6c05b,5415071106,1764,HARBECK,,,RD,,,GRANTS PASS,OR,97527,12:19.0,BTAX-040470-06-2025,12:19.0
ADVANCED PRINT & TINT,JASON TRUJILLO,Inside City Limits,323111,Printing-Commercial,,00:00.0,f9a20e47-f5ed-487e-a67a-8c5bd105daaf,5414713355,526,ROGUE RIVER,, ,HWY,, ,GRANTS PASS,OR,97527,42:38.0,BTAX-040298-05-2025,42:38.0
ADVANCED PRINT & TINT, ,Inside City Limits,323111,Printing-Commercial,,00:00.0,f9a20e47-f5ed-487e-a67a-8c5bd105daaf,5414713355,526,ROGUE RIVER,, ,HWY,, ,GRANTS PASS,OR,97527,42:38.0,BTAX-040298-05-2025,42:38.0
ADVANCED TESTING & INSPECTION ,JOHN  FRAZER,Outside City Limits,541330,Engineering Services,,00:00.0,55D10AE3-39D0-45DE-9F9E-7FF205029311,5417617607,4120,CLOVERLAWN,,,DR,,,GRANTS PASS,OR,97527,09:30.0,BTAX-042036-10-2025,09:30.0
ADVANTAGE DENTAL ORAL HEALTH CENTER, ,Inside City Limits,621210,Medical-Dentist,,00:00.0,08d1ebee-ce1d-4ddf-9d52-9cf246d8d353,5414921687,1228,7TH,,NE,ST,, ,GRANTS PASS,OR,97526,07:50.0,BTAX-042193-11-2025,07:50.0
ADVANTAGE DENTAL ORAL HEALTH CENTER, ,Inside City Limits,621210,Medical-Dentist,,00:00.0,08d1ebee-ce1d-4ddf-9d52-9cf246d8d353,5414921687,1228,7TH,,NE,ST,, ,GRANTS PASS,OR,97526,07:50.0,BTAX-042193-11-2025,07:50.0
ADVANTAGE HOME CARE INC,J MICHEAL  JOHNSON,Inside City Limits,621610,Medical-Home Health Care Services,,00:00.0,F6DABBF8-8A21-4A08-85F8-5F079264DAEA,5414790993,1320,7TH,,NE,ST,, ,GRANTS PASS,OR,97526,41:33.0,BTAX-041708-09-2025,41:33.0
AFFORDABLE TRUCK & RV         ,ARTHUR  WOOLARD,Inside City Limits,453930,RV/Mobile Home Dealer,,00:00.0,7EEB6223-538A-4BD7-A1F2-62A8032089D1,5415353043,320,REDWOOD,, ,HWY,, ,GRANTS PASS,OR,97527,00:49.0,BTAX-042698-01-2026,00:49.0
AFFORDABLE TRUCK & RV         ,ARTHUR  WOOLARD,Inside City Limits,453930,RV/Mobile Home Dealer,,00:00.0,593b41b0-73fb-430e-8a38-168ee8bfd8fa,5415353043,725,UNION,, ,AVE,, ,GRANTS PASS,OR,97527,04:37.0,BTAX-042699-01-2026,04:37.0
AFI PROPERTIES,JENNIFER  AUSLAND,Inside City Limits,238990,Contractor-Trade/Specialty,COPELAND LANDSCAPE SUPPLY,00:00.0,09C318C1-590B-4048-BA85-D93959824E2B,5414764441,695,J,,SE,ST,, ,GRANTS PASS,OR,97526,21:41.0,BTAX-040869-07-2025,21:41.0
AGNESS SELF STORAGE LLC, ,Inside City Limits,493110,Storage & General Warehousing,,00:00.0,0523F650-0DE9-4326-89A3-0D78D19F5F2E,5414763126,578,AGNESS,,NE,AVE,, ,GRANTS PASS,OR,97526,16:02.0,BTAX-042402-12-2025,16:02.0
AGUILAR MORA RESTURANTS LLC,RAFAEL MORA,Inside City Limits,722511,Restaurant,,00:00.0,b56ea8f4-3a54-43dd-924a-fb2a7db5bf8f,5412262483,799,ROGUE RIVER,, ,HWY,, ,GRANTS PASS,OR,97527,15:30.0,BTAX-042323-11-2025,15:30.0
AGUILAR MORA RESTURANTS LLC,ERICA AGUILAR,Inside City Limits,722511,Restaurant,,00:00.0,b56ea8f4-3a54-43dd-924a-fb2a7db5bf8f,5412262483,799,ROGUE RIVER,, ,HWY,, ,GRANTS PASS,OR,97527,15:30.0,BTAX-042323-11-2025,15:30.0
AIRGAS USA LLC               , ,Inside City Limits,238190,Welding/Fabrication,,00:00.0,55E5079F-FF22-4474-96D5-82F49C9E36F9,2135637397,2110,VINE,,NW,ST,,,GRANTS PASS,OR,97526,21:17.0,BTAX-041655-09-2025,21:17.0
AIRTEC HEATING & AIR CONDITIONING,MARK  WEBB,Inside City Limits,238220,Contractor-HVAC Services,,00:00.0,967611E5-83D0-47D9-B953-273525CB50E5,5417617198,106,F,,NW,ST,,#420,GRANTS PASS,OR,97526,43:58.0,BTAX-041823-09-2025,43:58.0
ALL 4 PAWS, ,Inside City Limits,812910,Pet Care Services,,00:00.0,225aeae8-9f10-417d-891e-e2053f68a957,5417612275,1950,REDWOOD,,,AVE,,,GRANTS PASS,OR,97527,50:20.0,BTAX-041049-07-2025,50:20.0
ALL 4 PAWS,CHARLA LEHMAN,Inside City Limits,812910,Pet Care Services,,00:00.0,225aeae8-9f10-417d-891e-e2053f68a957,5417612275,1950,REDWOOD,,,AVE,,,GRANTS PASS,OR,97527,50:20.0,BTAX-041049-07-2025,50:20.0
ALL 4 PAWS,CHARLA LEHMAN,Inside City Limits,812910,Pet Care Services,,00:00.0,225aeae8-9f10-417d-891e-e2053f68a957,5417612275,1950,REDWOOD,, ,AVE,, ,GRANTS PASS,OR,97527,50:20.0,BTAX-041049-07-2025,50:20.0
ALL 4 PAWS, ,Inside City Limits,812910,Pet Care Services,,00:00.0,225aeae8-9f10-417d-891e-e2053f68a957,5417612275,1950,REDWOOD,, ,AVE,, ,GRANTS PASS,OR,97527,50:20.0,BTAX-041049-07-2025,50:20.0
"ALL AMERICAN CITY LANDSCAPE, INC",JACK SUTTERS,Inside City Limits,541320,Landscaping Services,,00:00.0,B891E131-04B9-4F6A-80F1-9903A72EC751,5414766127,325,SHANNON,, ,LN,, ,GRANTS PASS,OR,97526,32:10.0,BTAX-040558-06-2025,32:10.0
ALL SEASONS HEATING & AIR COND,JEFF KRULL,Inside City Limits,238220,Contractor-HVAC Services,,00:00.0,E6A0E23D-239A-45E1-94B5-7FE8D4DA2175,5414798777,2001,FOOTHILL,,,BLVD,,E12,GRANTS PASS,OR,97526,32:06.0,BTAX-040262-04-2025,32:06.0
ALL SEASONS LANDSCAPE MAINT   ,CHERYL  FROST,Inside City Limits,541320,Landscaping Services,,00:00.0,82B9BFD4-237A-4C21-85B9-CFD8604701AF,5416602367,983,BLACKBERRY,,SW,LN,,,GRANTS PASS,OR,97527,34:18.0,BTAX-040911-07-2025,34:18.0
ALL TECH COMPUTERS LLC        ,MICHAEL  BOURNE,Inside City Limits,811212,Computer/Office Machine Maint,,00:00.0,EE829AE6-A5B7-480B-A05D-8915F43283BF,5412269363,1806,6TH,,NW,ST,,,GRANTS PASS,OR,97526,18:55.0,BTAX-042346-11-2025,18:55.0
